PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
39847673,Retraction Note: Optimization using the firefly algorithm of ensemble neural networks with type-2fuzzyintegration for COVID-19 time series prediction.,Soft comput. 2024;28(Suppl 1):71. doi: 10.1007/s00500-024-09995-3. Epub 2024 Jul 22.,2024;28(Suppl 1):71,2024,1,
39847672,Retraction Note: Distance education tool selection using novel sphericalfuzzyAHP EDAS.,Soft comput. 2024;28(Suppl 1):403. doi: 10.1007/s00500-024-10165-8. Epub 2024 Oct 10.,2024;28(Suppl 1):403,2024,1,
39847662,Retraction Note: Time-series data prediction problem analysis through multilayered intuitionisticfuzzysets.,Soft comput. 2024;28(Suppl 1):9. doi: 10.1007/s00500-024-09963-x. Epub 2024 Jul 15.,2024;28(Suppl 1):9,2024,1,
39847418,Predicting User Engagement in Health Misinformation Correction on Social Media Platforms in Taiwan: Content Analysis and Text Mining Study.,J Med Internet Res. 2025 Jan 23;27:e65631. doi: 10.2196/65631.,2025 Jan 23;27:e65631,2025,1,
39847409,Using a Composite Summary of Daily Sex Hormones to Gauge Time Until Menopause: A Focus on Pregnanediol Glucuronide (PDG).,J Clin Endocrinol Metab. 2025 Sep 16;110(10):2832-2844. doi: 10.1210/clinem/dgae895.,2025 Sep 16;110(10):2832-2844,2025,1,
39845005,A GIS-based on application of Monte Carlo and multi-criteria decision-making approach for site suitability analysis of solar-hydrogen production: Case of Cameroon.,Heliyon. 2024 Dec 27;11(1):e41541. doi: 10.1016/j.heliyon.2024.e41541. eCollection 2025 Jan 15.,2024 Dec 27;11(1):e41541,2024,1,
39843339,Improved approximation-free control for the leader-follower tracking of the multi-agent systems with disturbance and unknown nonlinearity.,ISA Trans. 2025 Mar;158:110-121. doi: 10.1016/j.isatra.2025.01.017. Epub 2025 Jan 17.,2025 Mar;158:110-121,2025,1,
39842354,The integrating of environmental sustainability assessment by using bipolar complexfuzzysoft Aczel-Alsina aggregation operators with EDAS approach.,J Environ Manage. 2025 Feb;375:123642. doi: 10.1016/j.jenvman.2024.123642. Epub 2025 Jan 22.,2025 Feb;375:123642,2025,1,
39839522,"Afuzzylogic-based risk evaluation and precaution level estimation of explosive, flammable, and toxic chemicals for preventing damages.",Heliyon. 2024 Dec 16;11(1):e41216. doi: 10.1016/j.heliyon.2024.e41216. eCollection 2025 Jan 15.,2024 Dec 16;11(1):e41216,2024,1,
39838094,Retraction Note: Confidence level based complex polytopicfuzzyEinstein aggregation operators and their application to decision-making process.,Sci Rep. 2025 Jan 21;15(1):2658. doi: 10.1038/s41598-025-86717-1.,2025 Jan 21;15(1):2658,2025,1,
39837980,Design of walking aids for the elderly based on the Kano-AHP-FEC method.,Sci Rep. 2025 Jan 21;15(1):2663. doi: 10.1038/s41598-025-85540-y.,2025 Jan 21;15(1):2663,2025,1,
39837886,A novel IoT-based approach using fractionalfuzzyHamacher aggregation operators application in revolutionizing healthcare selection.,Sci Rep. 2025 Jan 21;15(1):2712. doi: 10.1038/s41598-024-83805-6.,2025 Jan 21;15(1):2712,2025,1,
39834416,Constructing a knee osteoarthritis transplant via the neutrality aggregation operators under sphericalfuzzyZ-numbers framework.,Heliyon. 2024 Dec 19;11(1):e41288. doi: 10.1016/j.heliyon.2024.e41288. eCollection 2025 Jan 15.,2024 Dec 19;11(1):e41288,2024,1,
39833530,Double weighted combat data quality evaluation method based on CVF optimized FAHP.,Sci Rep. 2025 Jan 20;15(1):2516. doi: 10.1038/s41598-025-87266-3.,2025 Jan 20;15(1):2516,2025,1,
39833261,A framework for understanding the path to achieve high resilience of maritime supply chain.,Sci Rep. 2025 Jan 20;15(1):2472. doi: 10.1038/s41598-025-86906-y.,2025 Jan 20;15(1):2472,2025,1,
39831685,Adaptive hybrid ANFIS-PSO and ANFIS-GA approach for occupational risk prediction.,Int J Occup Saf Ergon. 2025 Jun;31(2):384-398. doi: 10.1080/10803548.2024.2444807. Epub 2025 Jan 20.,2025 Jun;31(2):384-398,2025,1,
39831169,An autonomous vehicles' test case extraction method: Example of vehicle-to-pedestrian scenarios.,Heliyon. 2024 Dec 12;11(1):e41073. doi: 10.1016/j.heliyon.2024.e41073. eCollection 2025 Jan 15.,2024 Dec 12;11(1):e41073,2024,1,
39830698,Numerical Simulation Study on Fish Habitats in the Downstream Section of Yangqu Hydropower Station.,Ecol Evol. 2025 Jan 16;15(1):e70756. doi: 10.1002/ece3.70756. eCollection 2025 Jan.,2025 Jan 16;15(1):e70756,2025,1,
39829995,Effects of mixed fermentation on the flavor quality and in vitro antioxidant activity of Zaosu pear-Merlot grape composite alcoholic beverage.,Food Chem X. 2024 Dec 24;25:102128. doi: 10.1016/j.fochx.2024.102128. eCollection 2025 Jan.,2024 Dec 24;25:102128,2024,1,
39828965,Classification of Scanning Errors of Digital Scans Recorded by Using Intraoral Scanners.,J Esthet Restor Dent. 2025 Jun;37(6):1363-1371. doi: 10.1111/jerd.13419. Epub 2025 Jan 19.,2025 Jun;37(6):1363-1371,2025,1,
39828488,Mode switching control of independent metering fluid power systems.,ISA Trans. 2025 Mar;158:735-748. doi: 10.1016/j.isatra.2025.01.023. Epub 2025 Jan 15.,2025 Mar;158:735-748,2025,1,
39828406,Development of an intelligent control system of high efficiency and online monitoring for hot air drying of peony flowers.,J Food Sci. 2025 Jan;90(1):e17652. doi: 10.1111/1750-3841.17652.,2025 Jan;90(1):e17652,2025,1,
39827734,Addressing data uncertainty of Caulobacter crescentus cell cycles using hybrid Petri nets withfuzzykinetics.,Comput Biol Med. 2025 Mar;186:109624. doi: 10.1016/j.compbiomed.2024.109624. Epub 2025 Jan 18.,2025 Mar;186:109624,2025,1,
39827609,Global perspectives on environmental policy innovations: Driving green tourism and consumer behavior in circular economy.,J Environ Manage. 2025 Feb;374:124138. doi: 10.1016/j.jenvman.2025.124138. Epub 2025 Jan 18.,2025 Feb;374:124138,2025,1,
39827576,The ANFIS-RSM based multi-objective optimization and modelling of ultrasound-assisted extraction of polyphenols from jamun fruit (Syzygium cumini).,Ultrason Sonochem. 2025 Feb;113:107227. doi: 10.1016/j.ultsonch.2025.107227. Epub 2025 Jan 12.,2025 Feb;113:107227,2025,1,
39826390,Fuzzybifocal disambiguation for partial multi-label learning.,Neural Netw. 2025 May;185:107137. doi: 10.1016/j.neunet.2025.107137. Epub 2025 Jan 14.,2025 May;185:107137,2025,1,
39824968,Comprehensive benefits evaluation of low impact development using scenario analysis andfuzzydecision approach.,Sci Rep. 2025 Jan 17;15(1):2227. doi: 10.1038/s41598-025-85763-z.,2025 Jan 17;15(1):2227,2025,1,
39824893,Automatic detection and prediction of COVID-19 in cough audio signals using coronavirus herd immunity optimizer algorithm.,Sci Rep. 2025 Jan 17;15(1):2271. doi: 10.1038/s41598-025-85140-w.,2025 Jan 17;15(1):2271,2025,1,
39824867,Exploring the anticancer activities of Sulfur and magnesium oxide through integration of deep learning andfuzzyrough set analyses based on the features of Vidarabine alkaloid.,Sci Rep. 2025 Jan 17;15(1):2224. doi: 10.1038/s41598-024-82483-8.,2025 Jan 17;15(1):2224,2025,1,
39823931,Strategic evaluation of European Inland transport companies for European green deal compliance: A multi-criteria decision making-analysis.,J Environ Manage. 2025 Feb;374:124105. doi: 10.1016/j.jenvman.2025.124105. Epub 2025 Jan 16.,2025 Feb;374:124105,2025,1,
39822261,Pytaxon: A Python software for resolving and correcting taxonomic names in biodiversity data.,Biodivers Data J. 2025 Jan 8;13:e138257. doi: 10.3897/BDJ.13.e138257. eCollection 2025.,2025 Jan 8;13:e138257,2025,1,
39820569,Fuzzyself-tuning fractional order PD permanent magnet synchronous motor speed control based on torque compensation.,Sci Rep. 2025 Jan 16;15(1):2141. doi: 10.1038/s41598-024-84768-4.,2025 Jan 16;15(1):2141,2025,1,
39819461,Application of supervised learning models for enhanced lead (II) removal from wastewater via modified cellulose nanocrystals (CNCs).,J Environ Sci Health A Tox Hazard Subst Environ Eng. 2024;59(11-14):583-592. doi: 10.1080/10934529.2025.2452722. Epub 2025 Jan 16.,2024;59(11-14):583-592,2024,1,
39819242,Pathways to usage intention of mobile health apps among hypertensive patients: Afuzzy-set qualitative comparative analysis.,Health Informatics J. 2025 Jan-Mar;31(1):14604582251315600. doi: 10.1177/14604582251315600.,2025 Jan-Mar;31(1):14604582251315600,2025,1,
39818777,Multiclass Synthetic Accessibility Prediction.,J Chem Inf Model. 2025 Feb 10;65(3):1155-1165. doi: 10.1021/acs.jcim.4c01663. Epub 2025 Jan 17.,2025 Feb 10;65(3):1155-1165,2025,1,
39816368,Some novel concepts of intuitionisticfuzzydirected graphs with application in selecting a suitable place for opening restaurant.,Heliyon. 2024 Jul 5;10(14):e33950. doi: 10.1016/j.heliyon.2024.e33950. eCollection 2024 Jul 30.,2024 Jul 5;10(14):e33950,2024,1,
39816358,Afuzzyreliability assessment methodology for city gas stations based on an extended T-S fault tree.,Heliyon. 2024 Jul 14;10(14):e34641. doi: 10.1016/j.heliyon.2024.e34641. eCollection 2024 Jul 30.,2024 Jul 14;10(14):e34641,2024,1,
39816214,"Afuzzybased computational model to analyze the influence of mitochondria, buffer, and ER fluxes on cytosolic calcium distribution in neuron cells.",Cogn Neurodyn. 2025 Dec;19(1):25. doi: 10.1007/s11571-024-10212-y. Epub 2025 Jan 13.,2025 Dec;19(1):25,2025,1,
39815004,Fuzzylogicapplied to tunning mutation size in evolutionary algorithms.,Sci Rep. 2025 Jan 14;15(1):1937. doi: 10.1038/s41598-025-86349-5.,2025 Jan 14;15(1):1937,2025,1,
39814785,The intelligent selenium-enriched tea withering control system.,Sci Rep. 2025 Jan 15;15(1):2000. doi: 10.1038/s41598-024-84868-1.,2025 Jan 15;15(1):2000,2025,1,
39814594,Community Views of Determinants of Men's Wellbeing in Guatemala: A Study UsingFuzzyCognitive Mapping.,Community Health Equity Res Policy. 2026 Jan;46(2):157-169. doi: 10.1177/2752535X241312378. Epub 2025 Jan 15.,2026 Jan;46(2):157-169,2026,1,
39813358,Transient interactions between thefuzzycoat and the cross-beta core of brain-derived Abeta42 filaments.,Sci Adv. 2025 Jan 17;11(3):eadr7008. doi: 10.1126/sciadv.adr7008. Epub 2025 Jan 15.,2025 Jan 17;11(3):eadr7008,2025,1,
39813227,Active Disturbance Rejection Control for an automotive suspension system based on parameter tuning using afuzzytechnique.,PLoS One. 2025 Jan 15;20(1):e0313104. doi: 10.1371/journal.pone.0313104. eCollection 2025.,2025 Jan 15;20(1):e0313104,2025,1,
39811616,Study of spectral overlap and heterogeneity in agriculture based on soft classification techniques.,MethodsX. 2024 Dec 17;14:103114. doi: 10.1016/j.mex.2024.103114. eCollection 2025 Jun.,2024 Dec 17;14:103114,2024,1,
39811528,"A harmonized dataset relating alternative farmer management practices to crop yield, soil organic carbon stock, nitrous oxide emissions, and nitrate leaching generated using IPCC methodologies and meta-analyses.",Data Brief. 2024 Dec 11;58:111226. doi: 10.1016/j.dib.2024.111226. eCollection 2025 Feb.,2024 Dec 11;58:111226,2024,1,
39811319,"Assessing the industry 4.0 strategies for a steel supply chain: SWOT, game theory, and gap analysis.",Heliyon. 2024 Dec 18;11(1):e41374. doi: 10.1016/j.heliyon.2024.e41374. eCollection 2025 Jan 15.,2024 Dec 18;11(1):e41374,2024,1,
39810949,Blue light irradiation combined with low-temperature storage further enhances postharvest quality of strawberries through improving antioxidant defense and cell wall metabolic activities.,Food Chem X. 2024 Dec 21;25:102115. doi: 10.1016/j.fochx.2024.102115. eCollection 2025 Jan.,2024 Dec 21;25:102115,2024,1,
39810909,Malaria survey data and geospatial suitability mapping for understanding spatial and temporal variations of risk across Kenya.,Parasite Epidemiol Control. 2024 Dec 14;28:e00399. doi: 10.1016/j.parepi.2024.e00399. eCollection 2025 Feb.,2024 Dec 14;28:e00399,2024,1,
39809924,Comparative analysis of PI andfuzzylogiccontroller for grid connected wind turbine under normal and fault conditions.,Sci Rep. 2025 Jan 14;15(1):1954. doi: 10.1038/s41598-024-85073-w.,2025 Jan 14;15(1):1954,2025,1,
39808640,Integrating intuitionisticfuzzyand MCDM methods for sustainable energy management in smart factories.,PLoS One. 2025 Jan 14;20(1):e0315251. doi: 10.1371/journal.pone.0315251. eCollection 2025.,2025 Jan 14;20(1):e0315251,2025,1,
39807055,A semi-supervised deep neuro-fuzzyiterative learning system for automatic segmentation of hippocampus brain MRI.,Math Biosci Eng. 2024 Dec 11;21(12):7830-7853. doi: 10.3934/mbe.2024344.,2024 Dec 11;21(12):7830-7853,2024,1,
39805868,Experimental evaluation of DC-DC buck converter based on adaptivefuzzyfast terminal synergetic controller.,Sci Rep. 2025 Jan 14;15(1):1903. doi: 10.1038/s41598-024-84967-z.,2025 Jan 14;15(1):1903,2025,1,
39803690,"Acid-Base Equilibrium of 5,5,6-Trihydroxy-6-Methyldihydropyrimidine-2,4(1H,3H)-Dione in the Gas Phase and in Water.",J Phys Chem A. 2025 Jan 23;129(3):661-666. doi: 10.1021/acs.jpca.4c05989. Epub 2025 Jan 13.,2025 Jan 23;129(3):661-666,2025,1,
39803597,Presumed bilateral acute idiopathic maculopathy in a pediatric patient.,Am J Ophthalmol Case Rep. 2024 Dec 12;37:102231. doi: 10.1016/j.ajoc.2024.102231. eCollection 2025 Mar.,2024 Dec 12;37:102231,2024,1,
39802432,Enhanced parameter estimation for Lomax distribution using a contemporary triangularfuzzyranking method.,MethodsX. 2024 Dec 15;14:103097. doi: 10.1016/j.mex.2024.103097. eCollection 2025 Jun.,2024 Dec 15;14:103097,2024,1,
39801989,Enhancing sidewalk accessibility assessment for wheelchair users: An adaptive weightingfuzzy-based approach.,Heliyon. 2024 Dec 10;11(1):e41101. doi: 10.1016/j.heliyon.2024.e41101. eCollection 2025 Jan 15.,2024 Dec 10;11(1):e41101,2024,1,
39801590,"Optimization of bioactive compounds and sensory quality in thermosonicated black carrot juice: A study using response surface methodology, gradient boosting, andfuzzylogic.",Food Chem X. 2024 Dec 15;25:102096. doi: 10.1016/j.fochx.2024.102096. eCollection 2025 Jan.,2024 Dec 15;25:102096,2024,1,
39800764,Assessment and application of tropical cyclone clustering in the South China Sea.,Sci Rep. 2025 Jan 12;15(1):1762. doi: 10.1038/s41598-024-83872-9.,2025 Jan 12;15(1):1762,2025,1,
39800722,Designing of a wide-area power system stabilizer using an exponential distribution optimizer andfuzzycontroller considering time delays.,Sci Rep. 2025 Jan 13;15(1):1773. doi: 10.1038/s41598-025-85524-y.,2025 Jan 13;15(1):1773,2025,1,
39800363,What role did serious mental illness play in Jackson Pollock's drip paintings? Abstract expressionism and possible links to serious mental illness and encrypted images (polloglyphs).,CNS Spectr. 2025 Jan 13;30(1):e9. doi: 10.1017/S1092852924002347.,2025 Jan 13;30(1):e9,2025,1,
39799242,Design and experimental study of tillage depth control system for electric rotary tiller based on LADRC.,Sci Rep. 2025 Jan 11;15(1):1740. doi: 10.1038/s41598-025-86283-6.,2025 Jan 11;15(1):1740,2025,1,
39799241,Statistical and data visualization techniques to study the role of one-electron in the energy of neutral and charged clusters of Na39.,Sci Rep. 2025 Jan 11;15(1):1739. doi: 10.1038/s41598-025-86141-5.,2025 Jan 11;15(1):1739,2025,1,
39799230,Energy optimization and plant comfort management in smart greenhouses using the artificial bee colony algorithm.,Sci Rep. 2025 Jan 11;15(1):1752. doi: 10.1038/s41598-024-84141-5.,2025 Jan 11;15(1):1752,2025,1,
39799225,Signature-based intrusion detection using machine learning and deep learning approaches empowered withfuzzyclustering.,Sci Rep. 2025 Jan 11;15(1):1726. doi: 10.1038/s41598-025-85866-7.,2025 Jan 11;15(1):1726,2025,1,
39799076,Optimal robust constraint following control design and experimental validation forfuzzyrobotic manipulator system.,ISA Trans. 2025 Mar;158:525-536. doi: 10.1016/j.isatra.2024.12.041. Epub 2025 Jan 6.,2025 Mar;158:525-536,2025,1,
39798317,A dual decomposition integration and error correction model for carbon price prediction.,J Environ Manage. 2025 Feb;374:124035. doi: 10.1016/j.jenvman.2025.124035. Epub 2025 Jan 10.,2025 Feb;374:124035,2025,1,
39796944,Road Traffic Gesture Autonomous Integrity Monitoring UsingFuzzyLogic.,Sensors (Basel). 2024 Dec 30;25(1):152. doi: 10.3390/s25010152.,2024 Dec 30;25(1):152,2024,1,
39796822,Driving Intention Recognition of Electric Wheel Loader Based onFuzzyControl.,Sensors (Basel). 2024 Dec 24;25(1):32. doi: 10.3390/s25010032.,2024 Dec 24;25(1):32,2024,1,
39793514,Hybrid optimization enabled DenseNet for autism spectrum disorders using MRI image.,Comput Biol Chem. 2025 Apr;115:108335. doi: 10.1016/j.compbiolchem.2024.108335. Epub 2024 Dec 30.,2025 Apr;115:108335,2025,1,
39792447,Ligand-Induced Intramolecular Cuprophilic and Argentophilic Interactions in Bimetallic Cu(I) and Ag(I) Phosphine Complexes and the Assessment of Their Antityrosinase and Antibacterial Effects.,Inorg Chem. 2025 Jan 27;64(3):1272-1286. doi: 10.1021/acs.inorgchem.4c03312. Epub 2025 Jan 10.,2025 Jan 27;64(3):1272-1286,2025,1,
39790201,Evaluation of myocardial perfusion imaging techniques and artificial intelligence (AI) tools in coronary artery disease (CAD) diagnosis through multi-criteria decision-making method.,Cardiovasc Diagn Ther. 2024 Dec 31;14(6):1134-1147. doi: 10.21037/cdt-24-237. Epub 2024 Dec 9.,2024 Dec 31;14(6):1134-1147,2024,1,
39789721,A novel approach to prioritizing health technology investments using integrated AI-based ranking model.,J Health Organ Manag. 2025 Oct 13;39(6):819-841. doi: 10.1108/JHOM-05-2024-0190.,2025 Oct 13;39(6):819-841,2025,1,
39789628,"The combined effects of goal attributes, motivational beliefs, creativity and grit on self-regulation in online ill-structured problem solving: a fsQCA approach.",BMC Psychol. 2025 Jan 9;13(1):27. doi: 10.1186/s40359-024-02317-0.,2025 Jan 9;13(1):27,2025,1,
39789131,Presentation and analysis of the Geotechnical Coastal Vulnerability Index and validation of its application to coastal erosion problems.,Sci Rep. 2025 Jan 9;15(1):1424. doi: 10.1038/s41598-025-85594-y.,2025 Jan 9;15(1):1424,2025,1,
39789028,Understanding system interdependencies in sustainable paper production from residue grass biomass: Insights fromfuzzycognitive mapping.,Sci Rep. 2025 Jan 9;15(1):1398. doi: 10.1038/s41598-024-84358-4.,2025 Jan 9;15(1):1398,2025,1,
39788456,The effects of neurofeedback training on behavior and brain functional networks in children with autism spectrum disorder.,Behav Brain Res. 2025 Mar 12;481:115425. doi: 10.1016/j.bbr.2025.115425. Epub 2025 Jan 7.,2025 Mar 12;481:115425,2025,1,
39779763,Multimodalfuzzylogic-based gait evaluation system for assessing children with cerebral palsy.,Sci Rep. 2025 Jan 8;15(1):1372. doi: 10.1038/s41598-025-85172-2.,2025 Jan 8;15(1):1372,2025,1,
39775742,Quantum-resilient software security: AfuzzyAHP-based assessment framework in the era of quantum computing.,PLoS One. 2024 Dec 30;19(12):e0316274. doi: 10.1371/journal.pone.0316274. eCollection 2024.,2024 Dec 30;19(12):e0316274,2024,1,
39775187,"Spatial land degradation vulnerability assessment in a plateau fringe river basin of Jharkhand, India.",Environ Monit Assess. 2025 Jan 7;197(2):143. doi: 10.1007/s10661-024-13529-7.,2025 Jan 7;197(2):143,2025,1,
39774466,Correction: An integrated group decision-making method under q-rung orthopairfuzzy2-tuple linguistic context with partial weight information.,PLoS One. 2024 Dec 30;19(12):e0316843. doi: 10.1371/journal.pone.0316843. eCollection 2024.,2024 Dec 30;19(12):e0316843,2024,1,
39773696,The Willingness of Doctors to Adopt Artificial Intelligence-Driven Clinical Decision Support Systems at Different Hospitals in China:FuzzySet Qualitative Comparative Analysis of Survey Data.,J Med Internet Res. 2025 Jan 7;27:e62768. doi: 10.2196/62768.,2025 Jan 7;27:e62768,2025,1,
39771882,Distributed Consensus Control for Discrete-Time T-SFuzzyMultiple-Agent Systems Based on an Unknown Input Observer.,Sensors (Basel). 2024 Dec 20;24(24):8149. doi: 10.3390/s24248149.,2024 Dec 20;24(24):8149,2024,1,
39771667,Advanced Trajectory Planning and Control for Autonomous Vehicles with Quintic Polynomials.,Sensors (Basel). 2024 Dec 11;24(24):7928. doi: 10.3390/s24247928.,2024 Dec 11;24(24):7928,2024,1,
39771383,Application ofFuzzyAdaptive Impedance Control Based on Backstepping Method for PAM Elbow Exoskeleton in Rehabilitation.,Polymers (Basel). 2024 Dec 18;16(24):3533. doi: 10.3390/polym16243533.,2024 Dec 18;16(24):3533,2024,1,
39768035,Breast Tumor Detection and Diagnosis Using an Improved Faster R-CNN in DCE-MRI.,Bioengineering (Basel). 2024 Dec 1;11(12):1217. doi: 10.3390/bioengineering11121217.,2024 Dec 1;11(12):1217,2024,1,
39766707,Enhanced Control of Nonlinear Systems Under Control Input Constraints and Faults: A Neural Network-Based IntegralFuzzySliding Mode Approach.,Entropy (Basel). 2024 Dec 10;26(12):1078. doi: 10.3390/e26121078.,2024 Dec 10;26(12):1078,2024,1,
39765465,Developing a RobustFuzzyInference Algorithm in a Dog Disease Pre-Diagnosis System for Casual Owners.,Animals (Basel). 2024 Dec 10;14(24):3561. doi: 10.3390/ani14243561.,2024 Dec 10;14(24):3561,2024,1,
39765175,"Assessment of watershed health, integrating environmental, social, and climate change criteria into afuzzylogicframework.",Sci Total Environ. 2025 Jan 15;960:178316. doi: 10.1016/j.scitotenv.2024.178316. Epub 2025 Jan 6.,2025 Jan 15;960:178316,2025,1,
39765102,Advanced thyroid nodule detection using ultrasonography image analysis and bilateral mean clustering strategies.,Comput Biol Med. 2025 Mar;186:109647. doi: 10.1016/j.compbiomed.2024.109647. Epub 2025 Jan 6.,2025 Mar;186:109647,2025,1,
39763873,A deep learning method for predicting interactions for intrinsically disordered regions of proteins.,bioRxiv [Preprint]. 2025 Aug 15:2024.12.19.629373. doi: 10.1101/2024.12.19.629373.,2025 Aug 1100928:44:00,2025,1,
39762447,EEG Signals Classification Related to Visual Objects Using Long Short-Term Memory Network and Nonlinear Interval Type-2FuzzyRegression.,Brain Topogr. 2025 Jan 6;38(2):20. doi: 10.1007/s10548-024-01080-0.,2025 Jan 6;38(2):20,2025,1,
39762321,An intelligent hybrid approach combiningfuzzyC-means and the sperm whale algorithm for cyber attack detection in IoT networks.,Sci Rep. 2025 Jan 6;15(1):1005. doi: 10.1038/s41598-024-79230-4.,2025 Jan 6;15(1):1005,2025,1,
39762244,Optimization of energy management in Malaysian microgrids usingfuzzylogic-based EMS scheduling controller.,Sci Rep. 2025 Jan 6;15(1):995. doi: 10.1038/s41598-024-82360-4.,2025 Jan 6;15(1):995,2025,1,
39762112,Developing a Shariah-compliant medical services framework in Malaysia: an expert system approach usingfuzzyDelphi method and interpretive structural modelling.,BMJ Open. 2025 Jan 6;15(1):e082263. doi: 10.1136/bmjopen-2023-082263.,2025 Jan 6;15(1):e082263,2025,1,
39759313,Role of climate change in economic uncertainty of Pakistan: New approach with qualitative comparative analysis.,Heliyon. 2024 Dec 5;10(24):e40889. doi: 10.1016/j.heliyon.2024.e40889. eCollection 2024 Dec 30.,2024 Dec 5;10(24):e40889,2024,1,
39755861,Climate change impact on water treatment plants: analysis of chlorophyll-a levels and process performance.,Environ Sci Pollut Res Int. 2025 Jan;32(4):2055-2068. doi: 10.1007/s11356-024-35826-x. Epub 2025 Jan 4.,2025 Jan;32(4):2055-2068,2025,1,
39755739,An integrated DEA-fuzzyAHP method for prioritization of renewable energy sources in India.,Sci Rep. 2025 Jan 4;15(1):838. doi: 10.1038/s41598-024-84891-2.,2025 Jan 4;15(1):838,2025,1,
39755462,Visualized neural network-based vibration control for pigeon-like flexible flapping wings.,ISA Trans. 2025 Mar;158:374-383. doi: 10.1016/j.isatra.2024.12.038. Epub 2025 Jan 2.,2025 Mar;158:374-383,2025,1,
39754625,Sustainable solar energy deployment: a multi-criteria decision-making approach for site suitability and greenhouse gas emission reduction.,Environ Sci Pollut Res Int. 2025 Jan;32(4):2007-2035. doi: 10.1007/s11356-024-35669-6. Epub 2025 Jan 4.,2025 Jan;32(4):2007-2035,2025,1,
39753789,Assessment of wetland ecological restoration effect based onfuzzyanalytic hierarchy process: a case study of Tianjin Qilihai Wetland.,Environ Monit Assess. 2025 Jan 4;197(2):131. doi: 10.1007/s10661-024-13563-5.,2025 Jan 4;197(2):131,2025,1,
39753637,Validation of energy valley optimization for adaptivefuzzylogiccontroller of DFIG-based wind turbines.,Sci Rep. 2025 Jan 3;15(1):711. doi: 10.1038/s41598-024-82382-y.,2025 Jan 3;15(1):711,2025,1,
39753025,A novelfuzzythree-valued logic computational framework in machine learning for medicine dataset.,Comput Biol Med. 2025 Mar;186:109636. doi: 10.1016/j.compbiomed.2024.109636. Epub 2025 Jan 2.,2025 Mar;186:109636,2025,1,
39752948,"Carbon reduction effect of comprehensive land consolidation and its configuration paths at the township level: A case study of Zhejiang Province, China.",J Environ Manage. 2025 Jan;373:123855. doi: 10.1016/j.jenvman.2024.123855. Epub 2025 Jan 2.,2025 Jan;373:123855,2025,1,
39752398,Factors influencing fans' spectating experience and configuration effects in CBA league.,PLoS One. 2025 Jan 3;20(1):e0316706. doi: 10.1371/journal.pone.0316706. eCollection 2025.,2025 Jan 3;20(1):e0316706,2025,1,
39748058,Enhanced photovoltaic panel diagnostics through AI integration with experimental DC to DC Buck Boost converter implementation.,Sci Rep. 2025 Jan 2;15(1):295. doi: 10.1038/s41598-024-84365-5.,2025 Jan 2;15(1):295,2025,1,
39748026,An exploration of the influencing factors of privacy fatigue among mobile social media users from the configuration perspective.,Sci Rep. 2025 Jan 2;15(1):427. doi: 10.1038/s41598-024-84646-z.,2025 Jan 2;15(1):427,2025,1,
39747976,Adaptability evaluation model and experiment of full section SBM in deep strata based on AHP-fuzzytheory.,Sci Rep. 2025 Jan 2;15(1):521. doi: 10.1038/s41598-024-84123-7.,2025 Jan 2;15(1):521,2025,1,
39747906,A secure and energy-efficient routing using coupled ensemble selection approach and optimal type-2fuzzylogicin WSN.,Sci Rep. 2025 Jan 2;15(1):38. doi: 10.1038/s41598-024-82635-w.,2025 Jan 2;15(1):38,2025,1,
39747895,Soft cluster-rectangle method for eliciting criteria weights in multi-criteria decision-making.,Sci Rep. 2025 Jan 2;15(1):284. doi: 10.1038/s41598-024-81027-4.,2025 Jan 2;15(1):284,2025,1,
39747676,Label credibility correction based on cell morphological differences for cervical cells classification.,Sci Rep. 2025 Jan 2;15(1):2. doi: 10.1038/s41598-024-84899-8.,2025 Jan 2;15(1):2,2025,1,
39747566,Utilizing deterministic smart tools to predict recovery factor performance of smart water injection in carbonate reservoirs.,Sci Rep. 2025 Jan 2;15(1):537. doi: 10.1038/s41598-024-84402-3.,2025 Jan 2;15(1):537,2025,1,
39747540,Analysis of user behavior and satisfaction under the elderly adaptation mode of an APP based on thefuzzy-IPA model.,Sci Rep. 2025 Jan 2;15(1):419. doi: 10.1038/s41598-024-84526-6.,2025 Jan 2;15(1):419,2025,1,
39747379,An information gap decision theory and improved gradient-based optimizer for robust optimization of renewable energy systems in distribution network.,Sci Rep. 2025 Jan 2;15(1):346. doi: 10.1038/s41598-024-83521-1.,2025 Jan 2;15(1):346,2025,1,
39747295,"Extended PROMETHEE method with (p,q)-rung linear Diophantinefuzzysets for robot selection problem.",Sci Rep. 2025 Jan 2;15(1):69. doi: 10.1038/s41598-024-81785-1.,2025 Jan 2;15(1):69,2025,1,
39746103,Incident duration prediction through integration of uncertainty and risk factor evaluation: A San Francisco incidents case study.,PLoS One. 2025 Jan 2;20(1):e0316289. doi: 10.1371/journal.pone.0316289. eCollection 2025.,2025 Jan 2;20(1):e0316289,2025,1,
39746033,Artificial Intelligence-Guided Inverse Design of Deployable Thermo-Metamaterial Implants.,ACS Appl Mater Interfaces. 2025 Jan 15;17(2):2991-3001. doi: 10.1021/acsami.4c17625. Epub 2025 Jan 2.,2025 Jan 15;17(2):2991-3001,2025,1,
